2.991479588672518730e-03,5.032344343854447999e+01,4.659970946291522864e-01,9.913922840248373669e-01,1.000000000000000000e+00
3.303909441456198692e-03,4.953108585054009438e+01,4.035707619683097103e-01,9.893063492366880318e-01,1.000000000000000000e+00
3.617687849327921867e-03,4.879371698835905136e+01,4.455612016194701597e-01,9.883173166103412788e-01,1.000000000000000000e+00
3.057178808376193047e-03,5.019301547064109315e+01,4.422285222643858038e-01,9.906700146616650438e-01,1.000000000000000000e+00
3.382716327905654907e-03,4.933422219890451998e+01,4.191899680678868312e-01,9.895372460282224614e-01,1.000000000000000000e+00
3.600169671699404716e-03,4.876042759302504237e+01,4.163060343536937880e-01,9.868504176295170849e-01,1.000000000000000000e+00
4.107407759875059128e-03,4.767152781773784653e+01,3.955744976536976210e-01,9.851810276941694866e-01,1.000000000000000000e+00
3.675622865557670593e-03,4.860641371311777448e+01,4.217718971872930211e-01,9.863490530238742116e-01,1.000000000000000000e+00
3.085021628066897392e-03,5.013671843409853324e+01,4.622001899692252391e-01,9.909228558591703928e-01,1.000000000000000000e+00
4.056353121995925903e-03,4.774525773808757378e+01,3.952046812336096893e-01,9.860196879187528296e-01,1.000000000000000000e+00
3.178610699251294136e-03,4.987798884425237134e+01,4.261582299904668747e-01,9.893739777613159703e-01,1.000000000000000000e+00
3.665550379082560539e-03,4.854330681593937413e+01,3.804165520910184894e-01,9.858836740261162079e-01,1.000000000000000000e+00
3.083474235609173775e-03,5.007626553380912071e+01,4.454998931910903459e-01,9.906560233237532431e-01,1.000000000000000000e+00
3.807830857113003731e-03,4.829653588043682078e+01,4.278167931829431336e-01,9.865557158872785282e-01,1.000000000000000000e+00
4.059825558215379715e-03,4.771572603125829914e+01,3.929392963762806112e-01,9.857681110455933648e-01,1.000000000000000000e+00
3.672759281471371651e-03,4.864330399972075725e+01,4.182904331417088284e-01,9.891629016872078850e-01,1.000000000000000000e+00
4.114108625799417496e-03,4.760149200935943270e+01,3.917806448353819415e-01,9.851066591845434317e-01,1.000000000000000000e+00
3.387149423360824585e-03,4.929473756987312072e+01,4.124789793830590523e-01,9.878906468662123075e-01,1.000000000000000000e+00
4.301550332456827164e-03,4.729897364975381890e+01,4.230949734764388181e-01,9.852570142760991301e-01,1.000000000000000000e+00
3.980923909693956375e-03,4.794737002123945047e+01,4.331517568263790197e-01,9.868262010885956448e-01,1.000000000000000000e+00
3.274009795859456062e-03,4.960975657715485454e+01,4.187517268288299399e-01,9.890068595423792130e-01,1.000000000000000000e+00
3.632919862866401672e-03,4.864900633292989340e+01,3.965767324404159133e-01,9.875010257475920206e-01,1.000000000000000000e+00
3.355802036821842194e-03,4.942480331611448463e+01,4.616425033420272772e-01,9.908466210637971727e-01,1.000000000000000000e+00
3.903091652318835258e-03,4.809346460525577527e+01,3.906686682556395618e-01,9.855686717749839731e-01,1.000000000000000000e+00
