9.592219255864620209e-03,4.026446846603974450e+01,3.983495822010893472e-01,9.295613214813313041e-01,1.000000000000000000e+00
1.153217349201440811e-02,3.869257042434833238e+01,3.651153416868698209e-01,9.059959157483961079e-01,1.000000000000000000e+00
1.131969597190618515e-02,3.883601901889365848e+01,3.753386876433936759e-01,9.058462697506887151e-01,1.000000000000000000e+00
1.059703528881072998e-02,3.938950554148942018e+01,3.719566368227007480e-01,9.162513260786854241e-01,1.000000000000000000e+00
1.092576701194047928e-02,3.913229274311622419e+01,3.758837828293475902e-01,9.054065456319140281e-01,1.000000000000000000e+00
1.008874829858541489e-02,3.983984634957913329e+01,3.744597703502614561e-01,9.267849294148455819e-01,1.000000000000000000e+00
1.201064046472311020e-02,3.833526382644379993e+01,3.759972683152481010e-01,9.152795384962492120e-01,1.000000000000000000e+00
1.098346710205078125e-02,3.907983274154108244e+01,3.684051380917336971e-01,9.115718617978290084e-01,1.000000000000000000e+00
1.102714706212282181e-02,3.907261087300159375e+01,3.611302477669965927e-01,9.183484072669613196e-01,1.000000000000000000e+00
8.920229971408843994e-03,4.092733503072696521e+01,3.950825661535812272e-01,9.450261494062964784e-01,1.000000000000000000e+00
1.068050507456064224e-02,3.935788308493794574e+01,3.772789844687585159e-01,9.156501215748639178e-01,1.000000000000000000e+00
1.148891914635896683e-02,3.872825633998665751e+01,3.619088361273937182e-01,9.097371407334042814e-01,1.000000000000000000e+00
1.061957608908414841e-02,3.941727108228162990e+01,3.884716313675002364e-01,9.176401053478869807e-01,1.000000000000000000e+00
1.116645801812410355e-02,3.895041270119477872e+01,3.674002963761403007e-01,9.155560336241276298e-01,1.000000000000000000e+00
1.193058490753173828e-02,3.839222646747191448e+01,3.745897580330202481e-01,9.052250539994642908e-01,1.000000000000000000e+00
1.095425244420766830e-02,3.914427555234645695e+01,3.832200019925767198e-01,9.152860182120425847e-01,1.000000000000000000e+00
1.138440892100334167e-02,3.879242666468586265e+01,3.685928543082657716e-01,9.130142256358517727e-01,1.000000000000000000e+00
1.059421896934509277e-02,3.940100967139419907e+01,3.885586186199400660e-01,9.202271130774525298e-01,1.000000000000000000e+00
1.021503750234842300e-02,3.971934569977912588e+01,3.789000130205326666e-01,9.322131291097561778e-01,1.000000000000000000e+00
1.095582265406847000e-02,3.913222098692180850e+01,3.683392604161066508e-01,9.195234344086417044e-01,1.000000000000000000e+00
1.272045820951461792e-02,3.781492057971607323e+01,3.581388185099418919e-01,8.833519735785859694e-01,1.000000000000000000e+00
9.468062780797481537e-03,4.038359829781015264e+01,3.927942268384718716e-01,9.334494905976528090e-01,1.000000000000000000e+00
1.092409715056419373e-02,3.912914993814046483e+01,3.552962919099691419e-01,9.118072148157722046e-01,1.000000000000000000e+00
1.131289452314376831e-02,3.884832464840099675e+01,3.768678137556631391e-01,9.138101311440213204e-01,1.000000000000000000e+00
