2.566333371879873232e-02,8.860499361781741356e+01,5.666469221542145362e+01,1.000000000000000000e+00
1.753011665173174680e-02,8.869108089912262471e+01,5.644544909641794561e+01,1.000000000000000000e+00
2.282183126545192162e-02,8.867974515636296928e+01,5.691430332608659626e+01,1.000000000000000000e+00
2.394033506567514596e-02,8.866046522930581375e+01,5.653092947386573996e+01,1.000000000000000000e+00
1.872896087917238703e-02,8.882171090449416795e+01,5.492262330970599749e+01,1.000000000000000000e+00
2.082387121365376903e-02,8.863790219131550430e+01,5.677346734254315663e+01,1.000000000000000000e+00
2.988552687612925501e-02,8.883587461514888162e+01,5.534680852068456147e+01,1.000000000000000000e+00
2.273611577215002566e-02,8.886913612130791762e+01,5.480629746420461856e+01,1.000000000000000000e+00
1.839137279013276782e-02,8.883220607763557553e+01,5.486251734718693740e+01,1.000000000000000000e+00
2.497881360299065989e-02,8.866747688889940093e+01,5.682696397185269177e+01,1.000000000000000000e+00
2.811094787072031601e-02,8.868433493340418750e+01,5.654418614263857279e+01,1.000000000000000000e+00
2.190000445895216169e-02,8.885538475836212058e+01,5.493093189429497158e+01,1.000000000000000000e+00
2.189175801074590491e-02,8.866665194103855185e+01,5.689203432164496377e+01,1.000000000000000000e+00
2.674920497219403226e-02,8.868105924134574991e+01,5.683598600788428001e+01,1.000000000000000000e+00
2.166061083355092648e-02,8.883141053801070086e+01,5.548032939069278768e+01,1.000000000000000000e+00
2.217479763692810010e-02,8.871199054107935922e+01,5.630699983492561245e+01,1.000000000000000000e+00
2.775000270549777756e-02,8.870982692125492974e+01,5.653697172196331167e+01,1.000000000000000000e+00
1.561835607952259848e-02,8.883027160476078166e+01,5.513116882686504283e+01,1.000000000000000000e+00
2.094969213731295160e-02,8.865351319536445374e+01,5.644540317850137967e+01,1.000000000000000000e+00
2.487097744806815100e-02,8.880193639611218259e+01,5.571479863294284485e+01,1.000000000000000000e+00
2.202824095046753208e-02,8.864209320610311238e+01,5.678062627868254708e+01,1.000000000000000000e+00
2.570785754370642079e-02,8.860579860626981485e+01,5.687007195410345162e+01,1.000000000000000000e+00
1.687648402406326936e-02,8.891006002425055499e+01,5.401423674590788693e+01,1.000000000000000000e+00
2.794310255073889637e-02,8.868117924611644298e+01,5.673324096662319960e+01,1.000000000000000000e+00
2.207694700370274252e-02,8.882345702870173909e+01,5.531350947745379898e+01,1.000000000000000000e+00
2.627499321434831336e-02,8.867939539884555700e+01,5.681090661122766505e+01,1.000000000000000000e+00
2.030909619327246271e-02,8.865818351663911301e+01,5.663910555702049976e+01,1.000000000000000000e+00
2.663252543651418655e-02,8.857414430253454896e+01,5.663274834030271165e+01,1.000000000000000000e+00
2.594818504784099714e-02,8.858366648352932771e+01,5.663268412083030512e+01,1.000000000000000000e+00
1.735210162697612551e-02,8.880422719471347648e+01,5.556012761218494234e+01,1.000000000000000000e+00
2.490068520329575055e-02,8.880864037954899004e+01,5.570397722902545468e+01,1.000000000000000000e+00
1.621545709345578734e-02,8.882489896693500953e+01,5.539459546980364024e+01,1.000000000000000000e+00
2.472990226793778806e-02,8.864959803864616106e+01,5.681542883600811678e+01,1.000000000000000000e+00
2.372254355267582743e-02,8.866744737254701647e+01,5.657554900173551005e+01,1.000000000000000000e+00
