1.235100161284208298e-02,3.815406128960940180e+01,3.841292167312189143e-01,8.566088801756324145e-01,1.000000000000000000e+00
1.201363373547792435e-02,3.838703502501451226e+01,3.888433067455860925e-01,8.644593519677642446e-01,1.000000000000000000e+00
1.226826384663581848e-02,3.821008247407402791e+01,3.819848866347475558e-01,8.579484410665707550e-01,1.000000000000000000e+00
1.197285857051610947e-02,3.841584859147612008e+01,3.896902536334143075e-01,8.658619156848285092e-01,1.000000000000000000e+00
1.214856933802366257e-02,3.828841718208344957e+01,3.904274169758810142e-01,8.636670379904433092e-01,1.000000000000000000e+00
1.201732736080884933e-02,3.839011536812297720e+01,3.895132126939910844e-01,8.630451107750389816e-01,1.000000000000000000e+00
1.182974968105554581e-02,3.852795091353257106e+01,3.896002802915769503e-01,8.662096338007762020e-01,1.000000000000000000e+00
1.190310344099998474e-02,3.847441636945603705e+01,3.876005641717248373e-01,8.655002144813357390e-01,1.000000000000000000e+00
1.265605259686708450e-02,3.794041821563590844e+01,3.816633379191860520e-01,8.533635727034968310e-01,1.000000000000000000e+00
1.168946176767349243e-02,3.862896578220330213e+01,3.936831093603418985e-01,8.713550718297269349e-01,1.000000000000000000e+00
1.231413055211305618e-02,3.818028991517329018e+01,3.934202242917319015e-01,8.616458025908882989e-01,1.000000000000000000e+00
1.229339372366666794e-02,3.819523718170073323e+01,3.884495231448309993e-01,8.606300224643689267e-01,1.000000000000000000e+00
1.234269887208938599e-02,3.816260436360201425e+01,3.791769831855794082e-01,8.564915275551863161e-01,1.000000000000000000e+00
1.225006580352783203e-02,3.822948040685010085e+01,3.910715979389401409e-01,8.563805193767359825e-01,1.000000000000000000e+00
1.229196880012750626e-02,3.819434983380732263e+01,3.819812047899318608e-01,8.588056443503927495e-01,1.000000000000000000e+00
1.208147313445806503e-02,3.834744017913533298e+01,3.920032792567678115e-01,8.634149805281214896e-01,1.000000000000000000e+00
1.188504043966531754e-02,3.848835582877447337e+01,3.963015576004793594e-01,8.669109443527392989e-01,1.000000000000000000e+00
1.147072855383157730e-02,3.879661502904734505e+01,4.018267506296657188e-01,8.741706786167956489e-01,1.000000000000000000e+00
1.177978981286287308e-02,3.856775408059179711e+01,3.950752123296736307e-01,8.691028129196514129e-01,1.000000000000000000e+00
1.114897709339857101e-02,3.904318899161190615e+01,4.032723675347182346e-01,8.790805230747583687e-01,1.000000000000000000e+00
1.210958790034055710e-02,3.832644387954321985e+01,3.878794458299769654e-01,8.607138349001807187e-01,1.000000000000000000e+00
1.147946249693632126e-02,3.878994361623355047e+01,4.026101530989249500e-01,8.742694555859218397e-01,1.000000000000000000e+00
1.270744111388921738e-02,3.790471552982234726e+01,3.722590638861189016e-01,8.501256756007800064e-01,1.000000000000000000e+00
1.207615341991186142e-02,3.834038430440737244e+01,3.910376510214379486e-01,8.640459186379563228e-01,1.000000000000000000e+00
1.227132230997085571e-02,3.820848653128454941e+01,3.817000492352669028e-01,8.587355151812748888e-01,1.000000000000000000e+00
1.267514005303382874e-02,3.792732711754181452e+01,3.733155882247360946e-01,8.497565145605245895e-01,1.000000000000000000e+00
1.264742854982614517e-02,3.794539729549101281e+01,3.743960723773374077e-01,8.507888683691368081e-01,1.000000000000000000e+00
1.146040856838226318e-02,3.880447885998930246e+01,3.938990262808934051e-01,8.730789658452887680e-01,1.000000000000000000e+00
1.222727727144956589e-02,3.823941267341156447e+01,3.832542361297734401e-01,8.592827994837839434e-01,1.000000000000000000e+00
1.272510737180709839e-02,3.788651147347779613e+01,3.908698101533449876e-01,8.549797732901263103e-01,1.000000000000000000e+00
